2014-08-25	1	1	f1t1_2	2014-08-25 09:05:11	19014409509687653	268680029		
2014-08-25	1	1	f1t1_2	2014-08-25 09:05:12	19014409509730314	268716953		
2014-08-25	1	1	f1t1_2	2014-08-25 10:21:45	19014409509693259	268684972	4781	34
2014-08-25	1	1	f1t1_2	2014-08-25 10:21:49	19014409509681396	268674392		
2014-08-25	1	1	f1t1_2	2014-08-25 11:16:35	19014409509681396	268674392		
2014-08-25	1	1	f1t1_2	2014-08-25 11:16:46	19014409509710252	268699697		
2014-08-25	1	1	f1t1_2	2014-08-25 12:01:53	19014409509694183	268685760	3321	1
2014-08-25	1	1	f1t1_2	2014-08-25 12:01:59	19014409509694183	268685760	3321	1
2014-08-25	1	1	f1t1_2	2014-08-25 12:01:59	19014409509689770	268681915	5402	10
2014-08-25	1	1	f1t1_2	2014-08-25 17:37:18	19014409509888046	268852942		
2014-08-25	1	1	f1t1_2	2014-08-25 17:37:26	19014409509888046	268852942		
2014-08-25	1	1	f1t1_2	2014-08-25 17:37:29	19014409509702394	268692961	3312	1
2014-08-25	1	1	f1t1_2	2014-08-25 17:45:26	19014409509874594	268841230		
2014-08-25	1	1	f1t1_2	2014-08-25 17:45:29	19014409509747462	268731777		
2014-08-25	1	1	f1t1_2	2014-08-25 19:12:21	19014409509747462	268731777	1001823	1
2014-08-25	1	1	f1t1_2	2014-08-25 19:12:25	19014409509874594	268841230		
2014-08-25	1	1	f1t1_2	2014-08-25 19:39:52	19014409509918996	268880418		
2014-08-25	1	1	f1t1_2	2014-08-25 19:39:52	19014409509717553	268705978	3312	1
2014-08-25	1	1	f1t1_2	2014-08-25 19:42:07	19014409509918766	268880212	4551	26
2014-08-25	1	1	f1t1_2	2014-08-25 19:42:07	19014409509918766	268880212	5594	10
2014-08-25	1	1	f1t1_2	2014-08-25 19:42:07	19014409509918766	268880212	5291	20
2014-08-25	1	1	f1t1_2	2014-08-25 19:42:07	19014409509918766	268880212	4794	4
2014-08-25	1	1	f1t1_2	2014-08-25 19:42:07	19014409509918766	268880212	4657	4
2014-08-25	1	1	f1t1_2	2014-08-25 19:42:09	19014409509923821	268884680		
2014-08-25	1	1	f1t1_2	2014-08-25 19:42:26	19014409509918766	268880212	5292	3
2014-08-25	1	1	f1t1_2	2014-08-25 19:42:26	19014409509918766	268880212	5823	3
2014-08-25	1	1	f1t1_2	2014-08-25 19:42:26	19014409509918766	268880212	1005291	3
2014-08-25	1	1	f1t1_2	2014-08-25 19:42:26	19014409509918766	268880212	5492	1
2014-08-25	1	1	f1t1_2	2014-08-25 19:42:30	19014409509923821	268884680		
2014-08-25	1	1	f1t1_2	2014-08-25 19:42:58	19014409509918766	268880212	5495	3
2014-08-25	1	1	f1t1_2	2014-08-25 19:42:58	19014409509918766	268880212	1004794	1
2014-08-25	1	1	f1t1_2	2014-08-25 19:42:58	19014409509918766	268880212	1005492	1
2014-08-25	1	1	f1t1_2	2014-08-25 19:42:58	19014409509918766	268880212	4689	5
2014-08-25	1	1	f1t1_2	2014-08-25 19:43:00	19014409509923821	268884680		
2014-08-25	1	1	f1t1_2	2014-08-25 21:51:38	19014409509700690	268691522	1003765	1
2014-08-25	1	1	f1t1_2	2014-08-25 21:52:09	19014409509753066	268736664		
2014-08-25	1	1	f1t1_2	2014-08-25 22:11:48	19014409509783201	268761174	1002655	1
2014-08-25	1	1	f1t1_2	2014-08-25 22:11:48	19014409509783201	268761174	1003314	1
2014-08-25	1	1	f1t1_2	2014-08-25 22:11:49	19014409509988335	268941189		
2014-08-25	1	1	f1t1_2	2014-08-25 22:19:54	19014409509686174	268678721		
2014-08-25	1	1	f1t1_2	2014-08-25 22:19:58	19014409509984525	268937841		
2014-08-25	1	1	f1t1_2	2014-08-25 22:58:25	19014409509723025	268710738		
2014-08-25	1	1	f1t1_2	2014-08-25 22:58:25	19014409509725179	268712594	1005342	20
2014-08-25	1	1	f1t1_2	2014-08-25 22:58:25	19014409509725179	268712594	4824	1
2014-08-25	1	1	f1t1_2	2014-08-25 23:14:39	19014409509929089	268889329		
2014-08-25	1	1	f1t1_2	2014-08-25 23:14:46	19014409509929089	268889329		
2014-08-25	1	1	f1t1_2	2014-08-25 23:15:00	19014409509929089	268889329		
2014-08-25	1	1	f1t1_2	2014-08-25 23:15:00	19014409509751930	268735665	4552	1
2014-08-25	1	1	f1t1_2	2014-08-25 23:21:51	19014409509712544	268701698		
2014-08-25	1	1	f1t1_2	2014-08-25 23:22:08	19014409509907761	268870374		
2014-08-25	1	1	f1t1_2	2014-08-25 23:26:42	19014409509749439	268733488		
2014-08-25	1	1	f1t1_2	2014-08-25 23:27:07	19014409509749439	268733488		
2014-08-25	1	1	f1t2_3	2014-08-25 15:52:39	19014409509861402	268829711		
2014-08-25	1	1	f1t2_3	2014-08-25 15:52:50	19014409509776759	268755890	1003963	1
2014-08-25	1	1	f1t2_3	2014-08-25 16:00:38	19014409509776759	268755890	1003313	1
2014-08-25	1	1	f1t2_3	2014-08-25 16:02:19	19014409509861402	268829711		
2014-08-25	1	1	f1t2_3	2014-08-25 16:02:26	19014409509776759	268755890	1003314	1
2014-08-25	1	1	f1t2_3	2014-08-25 18:07:15	19014409509719608	268707749	1005390	2
