2014-08-10	1	5	f1f3_20	2014-08-10 11:18:00	19014409509679630	268672935	1	197
2014-08-10	1	5	f1f3_20	2014-08-10 11:18:00	19014409509679630	268672935	1	197
2014-08-10	1	5	f1f3_20	2014-08-10 11:18:00	19014409509679630	268672935	4	5
2014-08-10	1	5	f1f3_20	2014-08-10 11:18:24	19014409509679630	268672935	5695	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:19:06	19014409509679630	268672935	1	237
2014-08-10	1	5	f1f3_20	2014-08-10 11:19:06	19014409509679630	268672935	1	237
2014-08-10	1	5	f1f3_20	2014-08-10 11:19:06	19014409509679630	268672935	5	12
2014-08-10	1	5	f1f3_20	2014-08-10 11:20:21	19014409509679630	268672935	5057	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:20:49	19014409509679630	268672935	5057	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:21:17	19014409509679630	268672935	5057	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:21:50	19014409509679630	268672935	5072	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:22:26	19014409509679630	268672935	5092	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:23:17	19014409509679630	268672935	2472	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:23:32	19014409509679630	268672935	1	231
2014-08-10	1	5	f1f3_20	2014-08-10 11:23:32	19014409509679630	268672935	1	231
2014-08-10	1	5	f1f3_20	2014-08-10 11:23:32	19014409509679630	268672935	3	12
2014-08-10	1	5	f1f3_20	2014-08-10 11:24:33	19014409509679630	268672935	5063	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:25:24	19014409509679630	268672935	5063	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:25:51	19014409509679630	268672935	5063	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:26:22	19014409509679630	268672935	5063	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:26:53	19014409509679630	268672935	5258	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:27:22	19014409509679630	268672935	5258	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:28:38	19014409509679630	268672935	4209	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:29:34	19014409509679630	268672935	4209	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:29:48	19014409509679630	268672935	1	242
2014-08-10	1	5	f1f3_20	2014-08-10 11:29:48	19014409509679630	268672935	2	12
2014-08-10	1	5	f1f3_20	2014-08-10 11:30:09	19014409509679630	268672935	1	245
2014-08-10	1	5	f1f3_20	2014-08-10 11:30:09	19014409509679630	268672935	1	245
2014-08-10	1	5	f1f3_20	2014-08-10 11:30:09	19014409509679630	268672935	2	12
2014-08-10	1	5	f1f3_20	2014-08-10 11:30:46	19014409509679630	268672935	5064	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:33:15	19014409509679630	268672935	5334	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:33:21	19014409509679630	268672935	5334	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:33:27	19014409509679630	268672935	5334	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:33:34	19014409509679630	268672935	5334	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:33:40	19014409509679630	268672935	5334	1
2014-08-10	1	5	f1f3_20	2014-08-10 11:33:46	19014409509679630	268672935	5334	1
